CandidateID,FirstName,LastName,DepartmentID,JobRoleID,ApplicationDate,RecruitmentSource,Stage
CAN000322,Nathaniel,Ojo,DEP004,JR031,2024-03-20,LinkedIn,Applied
CAN000323,Andrew,Ibrahim,DEP003,JR022,2023-07-17,Referral,Interviewed
CAN000324,Victoria,Oshodi,DEP012,JR082,2025-08-02,Company Website,Applied
CAN000325,Daniel,Ekwueme,DEP012,JR082,2023-07-17,Job Portal,Applied
CAN000326,Peter,Adetokunbo,DEP004,JR032,2023-02-24,Referral,Applied
CAN000327,,Eze,DEP003,JR018,2023-11-24,Company Website,Hired
CAN000328,Victoria,Okafor,DEP012,JR085,2019-06-14,Company Website,Hired
CAN000329,Victoria,Oyekan,DEP005,JR035,2019-09-02,Job Portal,Offered
CAN000330,Mark,Obasanjo,DEP008,JR063,2022-04-05,LinkedIn,Interviewed
CAN000331,Simon,Oyekan,DEP002,JR014,2021-09-24,Campus Recruitment,Applied
CAN000332,Daniel,Eze,DEP003,JR018,2021-05-17,Company Website,Rejected
CAN000333,David,Abiola,DEP002,JR016,2021-02-12,Job Portal,Interviewed
CAN000334,Faith,Akinwale,DEP004,JR033,2024-12-18,Referral,Shortlisted
CAN000335,Nathaniel,Oyekan,DEP004,JR032,2019-09-18,LinkedIn,Shortlisted
CAN000336,Stephen,Ekwueme,DEP014,JR095,2023-02-12,Campus Recruitment,Rejected
CAN000337,Gloria,Ogunleye,DEP009,JR066,2024-01-08,LinkedIn,Interviewed
CAN000338,Joshua,Uche,DEP010,JR072,2023-11-04,LinkedIn,Applied
CAN000339,Sarah,Akinwale,DEP014,JR099,2025-12-25,Referral,Applied
CAN000340,Peace,Adetokunbo,DEP006,JR045,2022-10-24,Referral,Shortlisted
CAN000341,Peter,Adetokunbo,DEP007,JR051,2020-04-22,LinkedIn,Offered
CAN000342,Esther,Adeyemi,DEP004,JR032,2023-09-01,Company Website,Applied
CAN000343,Gabriel,Okonkwo,DEP007,JR056,2021-12-26,Company Website,Applied
CAN000344,Elizabeth,Okafor,DEP004,JR028,2020-06-25,Referral,Rejected
CAN000345,Sarah,Obasanjo,DEP011,JR078,2025-12-01,Indeed,Interviewed
CAN000346,Mary,Chukwu,DEP014,JR096,2023-04-18,LinkedIn,Interviewed
CAN000347,Gabriel,Abiola,DEP001,JR006,2019-09-07,Referral,Accepted
CAN000348,Cornelius,Ogunleye,DEP009,JR065,2021-01-21,Referral,Rejected
CAN000349,Paul,Adetokunbo,DEP003,JR019,2019-01-16,Campus Recruitment,Applied
CAN000350,Sarah,Ibrahim,DEP006,JR046,2023-11-06,Referral,Applied
CAN000351,Mary,Eze,DEP010,JR073,2023-09-17,Campus Recruitment,Shortlisted
CAN000352,David,Ekwueme,DEP001,JR004,2022-01-03,Campus Recruitment,Interviewed
CAN000353,Mark,Ibrahim,DEP013,JR092,2020-08-19,LinkedIn,Shortlisted
CAN000354,Blessing,Olawale,DEP006,JR049,2022-12-22,Job Portal,Shortlisted
CAN000355,Angela,Chukwu,DEP003,JR024,2024-02-15,Company Website,Hired
CAN000356,Michael,Ogunleye,DEP007,JR057,2025-03-27,Company Website,Hired
CAN000357,Angela,Akinwale,DEP015,JR104,2023-06-17,Company Website,Offered
CAN000358,Gloria,Chukwu,DEP004,JR032,2020-02-10,Referral,Applied
CAN000359,Mark,Adeyemi,DEP005,JR039,2024-03-03,Referral ,Hired
CAN000360,Simon,Uche,DEP006,JR049,2024-09-24,LinkedIn,Shortlisted
CAN000361,,Oyekan,DEP010,JR073,2019-05-04,Job Portal,Hired
CAN000362,John,Ekwueme,DEP012,JR087,2022-12-24,LinkedIn,Applied
CAN000363,Faith,Adetokunbo,DEP006,JR048,2019-08-12,Job Portal,Applied
CAN000364,Charity,Obi,DEP003,JR020,2021-12-26,Referral,Hired
CAN000365,Benjamin,Nnamani,DEP003,JR019,2023-04-10,Campus Recruitment,Shortlisted
CAN000366,John,Okonkwo,DEP007,JR051,2022-02-15,LinkedIn,Offered
CAN000367,Peter,Ekwueme,DEP013,JR093,2022-12-25,Campus Recruitment,Offered
CAN000368,,Adetokunbo,DEP010,JR072,2019-10-26,Job Portal,Applied
CAN000369,Simon,Ogunleye,DEP006,JR046,2022-05-18,Campus Recruitment,Shortlisted
CAN000370,James,Okafor,DEP007,JR054,2025-04-24,Campus Recruitment,Shortlisted
CAN000371,Victoria,Okafor,DEP007,JR054,2019-02-18,LinkedIn,Offered
CAN000372,Emmanuel,Ekwueme,DEP001,JR001,2019-01-08,Campus Recruitment,Shortlisted
CAN000373,John,Balogun,DEP009,JR067,2021-10-05,Campus Recruitment,Rejected
CAN000374,Comfort,Oyekan,DEP004,JR025,2025-10-08,Campus Recruitment,Hired
CAN000375,Gabriel,Oshodi,DEP002,JR013,2023-05-25,Campus Recruitment,Applied
CAN000376,Deborah,Okonkwo,DEP006,JR049,2021-01-10,Company Website,Shortlisted
CAN000377,Stephen,Eze,DEP011,JR076,2024-01-22,Company Website,Interviewed
CAN000378,Juliet,Nnamani,DEP013,JR093,2021-05-08,Referral,Hired
CAN000379,Elizabeth,Akinwale,DEP002,JR016,2020-10-19,Campus Recruitment,Hired
CAN000380,Simon,Uche,DEP010,JR072,2025-11-13,LinkedIn,Hired
CAN000381,Angela,Abiola,DEP003,JR024,2020-01-10,Company Website,Shortlisted
CAN000382,Mark,Oshodi,DEP013,JR090,2025-01-27,Company Website,Shortlisted
CAN000383,Stephen,Adetokunbo,DEP010,JR069,2023-01-24,Job Portal,Appliedd
CAN000384,Ruth,Balogun,DEP006,JR044,2020-10-12,Campus Recruitment,Applied
CAN000385,Andrew,Uche,DEP008,JR058,2024-12-25,LinkedIn,Offered
CAN000386,Charity,Abiola,DEP015,JR103,2025-01-22,Referral,Offered
CAN000387,Comfort,Adetokunbo,DEP014,JR098,2021-09-06,Campus Recruitment,Interviewed
CAN000388,Hope,Eze,DEP014,JR099,2020-03-01,LinkedIn,Hired
CAN000389,Gloria,Nnamani,DEP002,JR013,2024-05-23,Company Website,Applied
CAN000390,Gabriel,Abiola,DEP003,JR018,2022-07-27,Campus Recruitment,Shortlisted
CAN000391,John,Olawale,DEP005,JR037,2023-05-24,Campus Recruitment,Interviewed
CAN000392,Joy,Adeyemi,DEP002,JR009,2020-09-06,LinkedIn,Interviewed
CAN000393,Mary,Obi,DEP015,JR106,2023-12-22,Campus Recruitment,Offered
CAN000394,Daniel,Oshodi,DEP001,JR002,2020-11-23,Campus Recruitment,Hired
CAN000395,Stephen,Ekwueme,DEP015,JR105,2019-09-06,Company Website,Interviewed
CAN000396,John,Eze,DEP015,JR104,2024-05-15,Company Website,Hired
CAN000397,Victoria,Okonkwo,DEP011,JR077,2020-03-21,Referral,Hired
CAN000398,Grace,Oshodi,DEP003,JR020,2024-06-24,Job Portal,Offered
CAN000399,Paul,Chukwu,DEP006,JR048,2021-10-17,Referral,Applied
CAN000400,Gabriel,Oyekan,DEP015,JR104,2023-03-27,LinkedIn,Applied
CAN000401,Paul,Ibrahim,DEP002,JR009,2020-09-02,Company Website,Interviewed
CAN000402,Esther,Ojo,DEP001,JR006,2022-11-11,Referral,Applied
CAN000403,Stephen,Okonkwo,DEP001,JR008,2024-04-23,Company Website,Applied
CAN000404,Andrew,Nnamani,DEP010,JR073,2023-01-01,Company Website,Offered
CAN000405,Charity,Uche,DEP001,JR002,2020-04-19,Referral,Interviewed
CAN000406,Daniel,Okonkwo,DEP002,JR013,2021-02-23,Company Website,Appliedd
CAN000407,John,Ojo,DEP010,JR073,2022-10-20,Campus Recruitment,Applied
CAN000408,Michael,Obi,DEP001,JR006,2025-04-03,Job Portal,Offered
CAN000409,Deborah,Ibrahim,DEP006,JR045,2023-10-03,Company Website,Applied
CAN000410,Blessing,Chukwu,DEP005,JR039,2022-05-17,Job Portal,Hired
CAN000411,Deborah,Obasanjo,DEP004,JR026,2020-06-20,Company Website,Hired
CAN000412,John,Olawale,DEP013,JR094,2021-11-20,Referral,Interviewed
CAN000413,Faith,Oyekan,DEP004,JR032,2021-06-08,Referral,Hired
CAN000414,Elizabeth,Eze,DEP008,JR059,2022-08-03,Campus Recruitment,Applied
CAN000415,Benjamin,Okonkwo,DEP011,JR077,2022-06-26,Job Portal,Applied
CAN000416,Deborah,Adetokunbo,DEP012,JR086,2024-05-13,LinkedIn,Interviewed
CAN000417,Charity,Ojo,DEP003,JR021,2024-06-06,Campus Recruitment,Offer
CAN000418,Deborah,Ekwueme,DEP011,JR081,2019-12-04,Referral,Applied
CAN000419,Mark,Ekwueme,DEP011,JR081,2023-06-26,Job Portal,Offered
CAN000420,Joy,Oyekan,DEP006,JR045,2020-06-10,Campus Recruitment,Applied
CAN000421,Peter,Chukwu,DEP006,JR045,2020-01-22,Company Website,Offered
CAN000422,Ruth,Nnamani,DEP004,JR030,2021-08-13,Campus Recruitment,Applied
CAN000423,Hope,Adetokunbo,DEP010,JR072,2022-08-04,Campus Recruitment,Shortlisted
CAN000424,Joshua,Eze,DEP010,JR071,2021-05-25,Campus Recruitment,Rejected
CAN000425,Peace,Okafor,DEP012,JR084,2024-12-25,Job Portal,Interviewed
CAN000426,John,Abiola,DEP011,JR079,2019-03-13,LinkedIn,Offered
CAN000427,David,Okonkwo,DEP006,JR044,2022-09-04,Company Website,Hired
CAN000428,Esther,Adeyemi,DEP001,JR007,2022-02-13,Job Portal,Hired
CAN000429,Hope,Akinwale,DEP003,JR021,2025-10-12,Job Portal,Hired
CAN000430,Victoria,Ogunleye,DEP011,JR080,2023-11-10,Campus Recruitment,Interviewed
CAN000431,Michael,Adetokunbo,DEP004,JR032,2021-11-25,Company Website,Rejected
CAN000432,Samuel,Obasanjo,DEP001,JR002,2022-08-10,LinkedIn,Hired
CAN000433,Sarah,Obi,DEP013,JR093,2025-10-11,Company Website,Interviewed
CAN000434,Esther,Abiola,DEP009,JR067,2025-09-20,Campus Recruitment,Hired
CAN000435,Emmanuel,Abiola,DEP008,JR062,2023-01-19,Referral,Rejected
CAN000436,Angela,Balogun,DEP001,JR004,2021-06-21,Indeed,Interviewed
CAN000437,Peace,Okafor,DEP010,JR073,2025-10-05,LinkedIn,Applied
CAN000438,Patience,Ojo,DEP008,JR059,2024-10-16,LinkedIn,Offered
CAN000439,John,Ibrahim,DEP008,JR058,2020-11-07,LinkedIn,Hired
CAN000440,Daniel,Ojo,DEP005,JR039,2021-08-25,Campus Recruitment,Interviewed
CAN000441,John,Nnamani,DEP007,JR053,2021-06-07,Company Website,Rejected
CAN000442,Agnes,Adeyemi,DEP008,JR061,2023-07-12,Job Portal,Applied
CAN000443,Gabriel,Abiola,DEP004,JR034,2023-10-20,Referral,Offer
CAN000444,David,Ojo,DEP014,JR096,2024-05-13,LinkedIn,Shortlisted
CAN000445,Victoria,Adeyemi,DEP007,JR057,2021-07-16,Company Website,Hired
CAN000446,Faith,Ibrahim,DEP008,JR061,2022-04-08,Company Website,Rejected
CAN000447,Deborah,Ekwueme,DEP005,JR037,2024-10-12,Referral,Rejected
CAN000448,Gloria,Adetokunbo,DEP004,JR034,2023-06-15,Campus Recruitment,Offered
CAN000449,Joy,Obi,DEP008,JR059,2019-06-22,Campus Recruitment,Applied
CAN000450,Peter,Oshodi,DEP015,JR105,2022-10-02,LinkedIn,Applied
CAN000451,Gabriel,Nnamani,DEP004,JR025,2022-10-13,LinkedIn,Rejected
CAN000452,Comfort,Adeyemi,DEP004,JR028,2022-04-27,LinkedIn,Interviewed
CAN000453,Angela,Oshodi,DEP008,JR059,2024-11-05,Job Portal,Rejected
CAN000454,Patience,Olawale,DEP013,JR090,2019-06-17,Company Website,Shortlisted
CAN000455,Joseph,Adetokunbo,DEP007,JR057,2019-05-17,LinkedIn,Offered
CAN000456,Comfort,Adeyemi,DEP001,JR006,2024-10-22,Company Website,Interviewed
CAN000457,Cornelius,Eze,DEP003,JR023,2022-04-12,Company Website,Offered
CAN000458,Victoria,Okafor,DEP001,JR004,2021-09-03,LinkedIn,Offered
CAN000459,Peace,Akinwale,DEP015,JR103,2023-12-22,Job Portal,Interviewed
CAN000460,Samuel,Adetokunbo,DEP005,JR041,2020-05-25,Indeed,Offered
CAN000461,,Ogunleye,DEP014,JR095,2020-11-15,Company Website,Shortlisted
CAN000462,Peter,Balogun,DEP007,JR053,2020-10-27,Company Website,Hired
CAN000463,David,Ogunleye,DEP005,JR038,2021-07-24,Campus Recruitment,Hired
CAN000464,Charity,Adeyemi,DEP007,JR054,2024-01-22,Referral,Rejected
CAN000465,Agnes,Eze,DEP003,JR017,2020-01-17,Job Portal,Shortlisted
CAN000466,Nathaniel,Ogunleye,DEP012,JR087,2020-06-25,Referral,Rejected
CAN000467,Simon,Oyekan,DEP004,JR033,2022-06-04,Company Website,Interviewed
CAN000468,Sarah,Abiola,DEP015,JR105,2020-03-05,Company Website,Shortlisted
CAN000469,Mary,Adeyemi,DEP010,JR072,2020-06-07,Company Website,Hired
CAN000470,Cornelius,Oyekan,DEP004,JR033,2021-04-27,Company Website,Interviewed
CAN000471,Blessing,Olawale,DEP014,JR095,2022-05-26,Referral,Offered
CAN000472,Peace,Ekwueme,DEP006,JR048,2021-01-23,LinkedIn,Interviewed
CAN000473,Gloria,Akinwale,DEP001,JR002,2019-02-08,LinkedIn,Hired
CAN000474,Nathaniel,Abiola,DEP015,JR103,2019-11-10,LinkedIn,Applied
CAN000475,Deborah,,DEP008,JR062,2019-01-04,Job Portal,Interviewed
CAN000476,James,Oyekan,DEP014,JR096,2024-11-05,LinkedIn,Interviewed
CAN000477,Blessing,Okafor,DEP008,JR061,2020-03-09,Company Website,Applied
CAN000478,Charity,Chukwu,DEP004,JR033,2023-06-18,Company Website,Shortlisted
CAN000479,Comfort,Nnamani,DEP012,JR088,2019-11-01,LinkedIn,Offered
CAN000480,Daniel,Obasanjo,DEP010,JR070,2024-12-18,LinkedIn,Interviewed
CAN000481,Mary,Adeyemi,DEP015,JR103,2024-05-18,LinkedIn,Hired
CAN000482,Comfort,Adeyemi,DEP007,JR056,2025-05-21,Company Website,Interviewed
CAN000483,Philip,Olawale,DEP002,JR011,2023-04-20,Referral,Offered
CAN000484,Faith,Ogunleye,DEP011,JR075,2023-03-03,Campus Recruitment,Offered
CAN000485,Philip,,DEP002,JR011,2019-12-27,LinkedIn,Offered
CAN000486,Sarah,Chukwu,DEP014,JR095,2022-09-06,Campus Recruitment,Shortlisted
CAN000487,Mary,Eze,DEP003,JR023,2023-09-15,Job Portal,Hired
CAN000488,Blessing,Eze,DEP004,JR025,2024-07-06,Job Portal,Shortlisted
CAN000489,Charity,Obi,DEP007,JR050,2025-08-19,LinkedIn,Interviewed
CAN000490,Benjamin,Nnamani,DEP013,JR091,2019-11-18,LinkedIn,Offered
CAN000491,Patience,Ekwueme,DEP009,JR065,2024-06-10,Campus Recruitment,Interviewed
CAN000492,Michael,Chukwu,DEP005,JR036,2022-03-15,Referral,Applied
CAN000493,Deborah,Obasanjo,DEP009,JR068,2024-07-03,Company Website,Applied
CAN000494,Comfort,Obi,DEP013,JR094,2019-02-27,LinkedIn,Rejected
CAN000495,Peace,Akinwale,DEP010,JR069,2024-07-05,Job Portal,Interviewed
CAN000496,Ruth,Ojo,DEP010,JR072,2025-03-02,Company Website,Offered
CAN000497,Paul,Obi,DEP006,JR045,2019-06-17,Company Website,Rejected
CAN000498,Patience,Ibrahim,DEP015,JR102,2020-12-02,Referral,Offered
CAN000499,,Okafor,DEP006,JR048,2022-02-03,Referral,Hired
CAN000500,Samuel,Eze,DEP011,JR078,2025-02-01,LinkedIn,Rejected
CAN000501,Patience,Obasanjo,DEP004,JR030,2024-05-18,Referral,Applied
CAN000502,Esther,Olawale,DEP011,JR080,2024-11-16,Referral,Applied
CAN000503,Juliet,Okonkwo,DEP008,JR061,2021-09-09,Referral,Hired
CAN000504,Nathaniel,Chukwu,DEP001,JR006,2024-12-25,Referral,Rejected
CAN000505,Ruth,Olawale,DEP004,JR034,2021-02-06,LinkedIn,Applied
CAN000506,Cornelius,Akinwale,DEP001,JR006,2025-01-02,Referral,Applied
CAN000507,,Balogun,DEP015,JR101,2021-08-11,Referral,Shortlisted
CAN000508,Gabriel,Oyekan,DEP002,JR010,2019-09-02,Campus Recruitment,Offered
CAN000509,Gabriel,Akinwale,DEP004,JR032,2024-02-23,Referral,Hired
CAN000510,Paul,Ekwueme,DEP004,JR028,2025-02-26,Company Website,Shortlisted
CAN000511,Comfort,Abiola,DEP007,JR053,2022-09-14,Campus Recruitment,Shortlisted
CAN000512,Paul,Ibrahim,DEP001,JR004,2021-03-13,Referral,Shortlisted
CAN000513,Emmanuel,Akinwale,DEP007,JR053,2025-10-28,Referral,Shortlisted
CAN000514,Ruth,Ogunleye,DEP002,JR016,2024-01-17,Campus Recruitment,Rejected
CAN000515,Joy,Ojo,DEP005,JR040,2024-10-25,Campus Recruitment,Offered
CAN000516,Daniel,Uche,DEP008,JR061,2019-04-04,Company Website,Hired
CAN000517,Patience,Abiola,DEP014,JR096,2023-03-26,Job Portal,Shortlisted
CAN000518,Paul,Balogun,DEP013,JR089,2025-08-25,Referral,Shortlisted
CAN000519,Grace,Abiola,DEP005,JR036,2025-06-19,LinkedIn,Offered
CAN000520,Joy,Olawale,DEP006,JR049,2025-04-01,Job Portal,Rejected
CAN000521,Simon,Adetokunbo,DEP006,JR046,2021-08-17,Company Website,Rejected
CAN000522,David,Ekwueme,DEP001,JR008,2021-11-12,Referral,Offered
CAN000523,Blessing,Chukwu,DEP004,JR025,2019-01-19,Job Portal,Applied
CAN000524,Philip,Oyekan,DEP004,JR032,2024-07-12,Company Website,Hired
CAN000525,Deborah,Eze,DEP002,JR013,2020-07-24,Company Website,Hired
CAN000526,Joshua,Nnamani,DEP003,JR018,2024-07-16,Campus Recruitment,Hired
CAN000527,Joseph,Obasanjo,DEP002,JR015,2025-08-15,Campus Recruitment,Hired
CAN000528,,Okonkwo,DEP005,JR041,2021-11-28,Job Portal,Offered
CAN000529,,Oshodi,DEP002,JR010,2019-11-05,Company Website,Rejected
CAN000530,Esther,Adeyemi,DEP013,JR091,2023-09-20,Job Portal,Offered
CAN000531,Joy,Obi,DEP005,JR035,2022-04-19,Job Portal,Rejected
CAN000532,Comfort,Akinwale,DEP002,JR015,2023-01-04,Campus Recruitment,Applied
CAN000533,Cornelius,Nnamani,DEP006,JR049,2025-09-07,Campus Recruitment,Hired
CAN000534,Benjamin,Olawale,DEP011,JR077,2022-12-26,Referral,Interviewed
CAN000535,James,Okafor,DEP004,JR034,2020-11-08,Job Portal,Interviewed
CAN000536,Daniel,Ogunleye,DEP008,JR060,2025-10-16,Job Portal,Applied
CAN000537,David,Okafor,DEP006,JR047,2025-04-16,Campus Recruitment,Hired
CAN000538,Elizabeth,Okafor,DEP015,JR101,2023-12-21,Referral,Hired
CAN000539,Philip,Ekwueme,DEP014,JR099,2019-12-03,Campus Recruitment,Interviewed
CAN000540,Agnes,Eze,DEP014,JR098,2020-04-28,Referral,Offered
CAN000541,Deborah,Obi,DEP003,JR024,2025-01-24,Campus Recruitment,Interviewed
CAN000542,John,Okonkwo,DEP008,JR061,2024-12-28,Referral,Interviewed
CAN000543,David,Okafor,DEP009,JR068,2023-05-08,LinkedIn,Interviewed
CAN000544,Paul,Nnamani,DEP009,JR065,2025-04-22,Company Website,Offered
CAN000545,Peter,Abiola,DEP003,JR023,2020-02-21,Company Website,Applied
CAN000546,Mark,Obi,DEP012,JR088,2022-01-05,Campus Recruitment,Rejected
CAN000547,Mark,Ojo,DEP003,JR021,2020-01-19,LinkedIn,Hired
CAN000548,Hope,Ibrahim,DEP001,JR008,2020-04-02,Job Portal,Hired
CAN000549,Stephen,Olawale,DEP012,JR083,2020-04-21,Referral,Hired
CAN000550,Peace,Abiola,DEP009,JR066,2020-07-05,LinkedIn,Hired
CAN000551,Deborah,Chukwu,DEP004,JR028,2019-05-17,Company Website,Offered
CAN000552,,Adeyemi,DEP003,JR018,2020-08-26,Company Website,Applied
CAN000553,Ruth,Ibrahim,DEP005,JR038,2023-04-09,Company Website,Shortlisted
CAN000554,Faith,Ekwueme,DEP012,JR088,2021-03-02,Referral,Hired
CAN000555,Emmanuel,Akinwale,DEP007,JR052,2019-09-07,Company Website,Offered
CAN000556,Sarah,Balogun,DEP004,JR034,2025-02-08,Company Website,Offered
CAN000557,Joshua,Ogunleye,DEP003,JR020,2022-02-18,Campus Recruitment,Shortlisted
CAN000558,Blessing,Adeyemi,DEP011,JR078,2022-06-09,LinkedIn,Interviewed
CAN000559,Juliet,Akinwale,DEP008,JR060,2020-03-13,Referral,Interviewed
CAN000560,Philip,Adeyemi,DEP002,JR016,2021-02-12,LinkedIn,Applied
CAN000561,Gloria,Okafor,DEP007,JR055,2023-05-13,Job Portal,Interviewed
CAN000562,Elizabeth,Ogunleye,DEP008,JR060,2022-08-05,Campus Recruitment,Applied
CAN000563,Simon,Ojo,DEP008,JR060,2022-08-06,Referral,Shortlisted
CAN000564,Deborah,Olawale,DEP004,JR033,2024-09-04,Referral,Rejected
CAN000565,Cornelius,Oshodi,DEP008,JR060,2019-10-13,Company Website,Rejected
CAN000566,Joseph,Ogunleye,DEP006,JR047,2020-06-01,Referral,Interview
CAN000567,Philip,Nnamani,DEP005,JR039,2024-08-09,Job Portal,Rejected
CAN000568,David,Obi,DEP001,JR001,2019-08-13,LinkedIn,Rejected
CAN000569,Daniel,Okonkwo,DEP003,JR024,2019-05-28,Job Portal,Offered
CAN000570,Gloria,Nnamani,DEP003,JR017,2024-05-15,Campus Recruitment,Shortlisted
CAN000571,David,Balogun,DEP004,JR025,2023-02-08,Company Website,Interviewed
CAN000572,Stephen,Ibrahim,DEP013,JR094,2024-03-14,Company Website,Rejected
CAN000573,Nathaniel,Okafor,DEP015,JR103,2024-08-18,LinkedIn,Shortlisted
CAN000574,Patience,Akinwale,DEP010,JR069,2023-08-05,Campus Recruitment,Rejected
CAN000575,Simon,Adeyemi,DEP012,JR085,2022-11-15,Campus Recruitment,Shortlisted
CAN000576,Peace,Akinwale,DEP004,JR025,2020-06-12,Company Website,Offered
CAN000577,Grace,Adeyemi,DEP005,JR039,2022-12-20,Referral,Applied
CAN000578,Juliet,Oyekan,DEP011,JR080,2025-12-12,LinkedIn,Rejected
CAN000579,Stephen,Obasanjo,DEP007,JR055,2019-11-26,Campus Recruitment,Offered
CAN000580,Gloria,Uche,DEP007,JR052,2019-08-03,Campus Recruitment,Offered
CAN000581,Cornelius,Ojo,DEP007,JR053,2025-10-08,Job Portal,Applied
CAN000582,Sarah,Akinwale,DEP009,JR065,2020-01-07,Campus Recruitment,Offered
CAN000583,Patience,Uche,DEP006,JR042,2019-07-25,Job Portal,Rejected
CAN000584,Angela,Uche,DEP005,JR041,2025-09-02,Job Portal,Shortlisted
CAN000585,Emmanuel,Okonkwo,DEP014,JR099,2024-04-10,Campus Recruitment,Offered
CAN000586,,Oshodi,DEP014,JR095,2021-03-27,LinkedIn,Hired
CAN000587,Michael,Abiola,DEP009,JR066,2021-04-21,LinkedIn,Applied
CAN000588,Gabriel,Ibrahim,DEP007,JR050,2021-11-02,Job Portal,Shortlisted
CAN000589,Samuel,Okonkwo,DEP014,JR098,2022-08-10,Referral,Applied
CAN000590,Joseph,Obi,DEP002,JR012,2021-04-24,LinkedIn,Shortlisted
CAN000591,Sarah,Adeyemi,DEP012,JR085,2025-09-25,Job Portal,Accepted
CAN000592,John,Chukwu,DEP005,JR040,2024-04-12,Job Portal,Rejected
CAN000593,Peace,Ekwueme,DEP010,JR070,2023-07-15,Campus Recruitment,Hired
CAN000594,Comfort,,DEP011,JR081,2021-06-15,Company Website,Rejected
CAN000595,Juliet,Ekwueme,DEP009,JR066,2021-07-12,Campus Recruitment,Rejected
CAN000596,David,,DEP014,JR099,2024-09-06,LinkedIn,Applied
CAN000597,Andrew,Uche,DEP004,JR029,2025-05-18,Referral,Rejected
CAN000598,Angela,Okafor,DEP006,JR047,2021-05-15,Referral,Hired
CAN000599,Peace,,DEP013,JR093,2023-11-05,Referral,Offered
CAN000600,Joshua,Ogunleye,DEP006,JR046,2023-01-24,LinkedIn,Offered
CAN000601,Daniel,Ekwueme,DEP011,JR074,2019-04-14,Campus Recruitment,Hired
CAN000602,Charity,Ibrahim,DEP003,JR021,2019-03-25,Job Portal,Rejected
CAN000603,Peter,Ekwueme,DEP003,JR020,2023-10-08,Company Website,Hired
CAN000604,Grace,,DEP008,JR059,2022-01-05,Job Portal,Offered
CAN000605,Gabriel,Uche,DEP006,JR049,2019-06-01,Company Website,Offered
CAN000606,Mary,Abiola,DEP011,JR080,2021-05-21,LinkedIn,Rejected
CAN000607,Michael,Balogun,DEP013,JR090,2025-01-17,Campus Recruitment,Applied
CAN000608,Michael,Ojo,DEP014,JR100,2019-10-16,Company Website,Applied
CAN000609,Blessing,Okafor,DEP012,JR085,2022-09-03,Company Website,Shortlisted
CAN000610,,Okonkwo,DEP010,JR069,2024-02-01,Campus Recruitment,Interviewed
CAN000611,Faith,Ogunleye,DEP015,JR106,2019-10-24,LinkedIn,Applied
CAN000612,Stephen,Nnamani,DEP003,JR022,2023-02-02,Company Website,Shortlisted
CAN000613,Charity,Adetokunbo,DEP013,JR090,2023-05-05,LinkedIn,Offered
CAN000614,Grace,Adetokunbo,DEP011,JR079,2025-05-25,Referral,Offered
CAN000615,Grace,Ibrahim,DEP014,JR098,2019-03-18,Referral,Rejected
CAN000616,,Obi,DEP007,JR052,2019-01-03,Company Website,Applied
CAN000617,Stephen,Ibrahim,DEP004,JR025,2020-02-02,Campus Recruitment,Offered
CAN000618,Esther,Ekwueme,DEP011,JR080,2020-06-15,Company Website,Offered
CAN000619,Esther,Akinwale,DEP007,JR053,2021-05-05,Referral,Offered
CAN000620,Joy,Akinwale,DEP007,JR056,2024-05-26,Campus Recruitment,Rejected
CAN000621,Blessing,Nnamani,DEP002,JR009,2019-08-05,Referral ,Shortlisted
CAN000622,Grace,Ekwueme,DEP002,JR012,2020-06-26,LinkedIn,Rejected
CAN000623,John,Okafor,DEP004,JR027,2023-09-01,Job Portal,Hired
CAN000624,Paul,Obasanjo,DEP002,JR016,2019-09-11,Campus Recruitment,Hired
CAN000625,Paul,Ibrahim,DEP014,JR097,2021-07-04,Company Website,Applied
CAN000626,John,Ogunleye,DEP007,JR054,2022-05-12,Referral,Interviewed
CAN000627,Simon,Nnamani,DEP012,JR083,2024-11-09,Campus Recruitment,Offered
CAN000628,Peace,Balogun,DEP001,JR007,2022-07-01,Company Website,Rejected
CAN000629,Patience,Okonkwo,DEP013,JR089,2021-02-20,Campus Recruitment,Shortlisted
CAN000630,Peace,Akinwale,DEP015,JR106,2024-09-23,Job Portal,Applied
CAN000631,Daniel,Abiola,DEP003,JR024,2025-11-13,Job Portal,Applied
CAN000632,,Obasanjo,DEP004,JR028,2023-02-06,Campus Recruitment,Hired
CAN000633,Paul,Ibrahim,DEP015,JR101,2021-03-14,LinkedIn,Interviewed
